Station,TEMP,TDS,pH,TURB,WQI
IND00029,26.0,229.603294359,8.8,20.1385306715,59.0314251635
IND00029,29.0,229.603294359,8.6,20.1385306715,59.8036473857
IND00029,29.0,229.603294359,8.38,31.0,62.1500850143
IND00029,31.0,229.603294359,8.56,20.1385306715,60.346980719
IND00029,28.0,229.603294359,8.34,20.1385306715,59.4464251635
IND00029,28.0,229.603294359,8.48,20.1385306715,59.4892029413
IND00029,27.0,229.603294359,8.82,20.1385306715,59.3153140524
IND00029,28.0,229.603294359,8.64,20.1385306715,59.5380918301
IND00029,29.0,229.603294359,8.38,20.1385306715,59.7364251635
IND00029,29.0,229.603294359,8.32,20.1385306715,59.7180918301
IND00029,29.0,229.603294359,8.36,20.1385306715,59.7303140524
IND00029,30.0,304.0,8.36,2.0,70.4433333333
IND00029,28.0,229.603294359,8.9,20.1385306715,59.6175362746
IND00029,29.0,229.603294359,8.28,20.1385306715,59.7058696079
IND00029,28.0,229.603294359,8.0,20.1385306715,59.3425362746
IND00029,30.0,229.603294359,8.37,20.1385306715,60.0111473857
IND00029,26.0,229.603294359,8.34,20.1385306715,58.8908696079
IND00029,30.0,229.603294359,8.86,20.1385306715,60.1608696079
IND00029,29.0,229.603294359,8.42,20.1385306715,59.7486473857
IND00029,28.0,229.603294359,8.35,20.1385306715,59.449480719
IND00029,27.0,229.603294359,7.83,20.1385306715,59.0128140524
IND00029,26.0,229.603294359,7.99,20.1385306715,58.7839251635
IND00029,26.0,229.603294359,8.65,20.1385306715,58.9855918301
IND00029,25.0,229.603294359,9.1,20.1385306715,58.8453140524
IND00029,27.0,229.603294359,9.56,20.1385306715,59.5414251635
IND00029,27.0,229.603294359,8.84,20.1385306715,59.3214251635
IND00029,27.0,229.603294359,8.4,20.1385306715,59.186980719
IND00029,27.0,0.0,8.6,28.0,16.35
IND00029,27.0,0.0,8.1,28.0,16.1972222222
IND00029,30.0,0.0,8.5,28.0,17.1527777778
IND00029,28.0,0.0,8.2,28.0,16.5055555556
IND00029,25.0,0.0,8.1,18.0,13.4194444444
IND00029,25.0,0.0,8.0,22.0,14.2777777778
IND00029,27.0,0.0,8.0,24.0,15.2777777778
IND00029,28.0,0.0,8.0,23.0,15.3333333333
IND00029,30.0,0.0,7.7,21.0,15.3527777778
IND00029,27.0,0.0,7.6,20.0,14.2666666667
IND00029,27.0,0.0,7.8,21.0,14.55
IND00029,26.0,0.0,7.8,32.0,16.7166666667
IND00029,26.0,0.0,7.9,26.0,15.4138888889
IND00029,28.0,0.0,7.7,22.0,15.0194444444
IND00029,26.0,0.0,7.3,30.0,16.1194444444
IND00029,26.0,0.0,7.8,28.0,15.8277777778
IND00029,25.0,0.0,7.9,28.0,15.5805555556
IND00029,26.0,0.0,7.9,25.0,15.1916666667
IND00029,29.0,0.0,7.8,24.0,15.7722222222
IND00029,31.0,0.0,7.9,26.0,16.8027777778
IND00029,34.0,0.0,7.9,26.0,17.6361111111
IND00029,33.0,0.0,8.0,28.0,17.8333333333
IND00029,29.0,0.0,7.9,29.0,16.9138888889
IND00029,28.0,0.0,7.9,30.0,16.8583333333
IND00029,27.0,0.0,7.8,30.0,16.55
IND00029,28.0,0.0,8.3,240.0,63.6472222222
IND00029,26.0,0.0,8.1,140.0,40.8083333333
IND00029,22.0,0.0,8.0,110.0,33.0
IND00029,25.0,0.0,8.1,12.0,12.0861111111
IND00029,26.0,0.0,8.0,2.0,10.1111111111
IND00029,28.0,0.0,7.9,5.0,11.3027777778
IND00029,30.0,0.0,8.2,6.0,12.1722222222
IND00029,33.0,0.0,8.4,6.0,13.0666666667
IND00029,30.0,0.0,8.3,6.0,12.2027777778
IND00029,27.0,0.0,8.2,80.0,27.7833333333
IND00029,23.0,0.0,8.1,120.0,35.5305555556
IND00029,26.0,0.0,8.2,30.0,16.3944444444
IND00029,27.0,0.0,7.7,70.0,25.4083333333
IND00029,23.0,0.0,8.2,11.0,11.3388888889
IND00029,21.5,0.0,7.8,7.0,9.91111111111
IND00029,25.0,0.0,8.0,8.0,11.1666666667
IND00029,25.0,0.0,8.1,8.0,11.1972222222
IND00029,24.0,566.0,8.3,20.0,123.702777778
IND00029,23.0,85.0,8.4,80.0,43.2611111111
IND00029,26.0,169.0,8.2,18.0,46.5888888889
IND00029,26.0,526.0,8.7,8.0,113.936111111
IND00029,25.0,208.0,8.4,28.0,56.1777777778
IND00029,24.0,481.0,8.2,20.0,107.144444444
IND00029,26.0,319.0,8.6,9.0,73.8777777778
IND00029,26.0,423.0,8.3,27.0,98.0083333333
IND00029,27.0,266.0,8.7,9.0,63.8805555556
IND00029,29.0,344.0,8.7,11.0,80.0472222222
IND00029,28.0,511.0,8.6,6.0,111.1
IND00029,24.0,426.0,8.7,100.0,114.380555556
IND00029,25.0,530.0,8.5,125.0,140.375
IND00029,23.0,299.0,8.4,34.0,74.65
IND00029,19.0,192.0,8.3,15.0,48.4805555556
IND00029,26.0,358.0,8.2,12.0,82.0055555556
IND00029,24.0,338.0,8.4,26.0,80.7333333333
IND00029,23.0,429.0,8.6,6.0,93.7666666667
IND00029,23.0,396.0,8.7,2.0,86.4916666667
IND00029,25.0,403.0,8.7,13.0,90.8527777778
IND00029,28.0,299.0,8.3,6.0,69.7861111111
IND00029,26.0,566.0,8.8,14.0,123.077777778
IND00029,28.0,546.0,8.6,10.0,118.794444444
IND00029,24.0,806.0,8.9,20.0,170.552777778
IND00029,27.0,487.5,8.7,12.0,107.616666667
IND00029,27.0,85.0,8.2,31.0,33.4222222222
IND00029,27.0,182.0,8.5,2.0,45.9305555556
IND00029,26.0,468.0,8.8,2.0,101.355555556
IND00029,25.0,429.0,8.8,12.0,95.7166666667
IND00029,24.0,442.0,9.0,5.0,96.4722222222
IND00029,27.0,364.0,8.7,3.0,81.6027777778
IND00029,27.0,188.5,8.6,13.0,49.6694444444
IND00029,27.0,468.0,8.6,3.0,101.794444444
IND00029,29.0,266.5,8.6,8.0,64.2805555556
IND00029,27.0,422.5,8.8,11.0,94.7861111111
IND00029,26.0,390.0,8.6,96.0,107.016666667
IND00029,27.0,117.0,8.3,38.0,41.2305555556
IND00029,24.0,460.0,8.6,12.0,101.405555556
IND00029,25.0,380.0,8.5,8.0,85.2083333333
IND00029,28.0,230.0,8.3,3.0,55.7027777778
IND00029,30.0,325.0,8.6,8.0,75.9333333333
IND00029,27.0,403.0,8.6,2.0,88.9333333333
IND00029,30.0,416.0,8.6,18.0,95.85
IND00029,27.0,0.0,8.1,15.0,13.3083333333
IND00029,28.0,0.0,8.1,14.0,13.3638888889
IND00029,28.0,0.0,8.0,2.0,10.6666666667
IND00029,22.0,0.0,8.3,4.0,9.53611111111
IND00029,25.0,0.0,8.2,20.0,13.8944444444
IND00029,29.0,0.0,8.3,26.0,16.3694444444
IND00029,31.0,0.0,8.2,6.0,12.45
IND00029,28.0,0.0,8.6,2.0,10.85
IND00029,33.0,0.0,8.4,8.0,13.5111111111
IND00029,29.0,0.0,8.6,20.1385306715,15.1585623714
IND00029,27.0,0.0,7.7,50.0,20.9638888889
IND00029,28.0,0.0,7.8,15.0,13.4944444444
IND00029,30.0,0.0,8.3,10.0,13.0916666667
IND00029,27.0,0.0,8.6,11.0,12.5722222222
IND00029,27.0,0.0,8.6,10.0,12.35
IND00029,27.0,0.0,8.6,10.0,12.35
IND00029,29.0,229.603294359,8.5,20.1385306715,59.7730918301
IND00029,29.0,229.603294359,8.4,20.1385306715,59.7425362746
IND00029,25.0,229.603294359,7.8,20.1385306715,58.4480918301
IND00029,33.0,229.603294359,8.5,20.1385306715,60.8842029413
IND00029,27.0,229.603294359,9.0,20.1385306715,59.3703140524
IND00029,27.0,229.603294359,8.3,20.1385306715,59.1564251635
IND00029,27.0,229.603294359,8.3,20.1385306715,59.1564251635
IND00029,26.0,229.603294359,8.1,20.1385306715,58.8175362746
IND00029,27.0,229.603294359,7.9,20.1385306715,59.0342029413
IND00029,29.0,229.603294359,8.2,20.1385306715,59.6814251635
IND00029,26.0,229.603294359,7.8,20.1385306715,58.7258696079
IND00029,28.0,229.603294359,8.3,20.1385306715,59.4342029413
IND00029,24.0,229.603294359,8.3,20.1385306715,58.3230918301
IND00029,27.0,229.603294359,7.0,20.1385306715,58.7592029413
IND00029,29.0,229.603294359,8.3,20.1385306715,59.711980719
IND00029,30.0,229.603294359,8.0,20.1385306715,59.8980918301
IND00029,29.0,229.603294359,8.1,20.1385306715,59.6508696079
IND00029,26.0,229.603294359,8.1,20.1385306715,58.8175362746
IND00029,27.0,229.603294359,8.0,20.1385306715,59.0647584968
IND00029,25.0,229.603294359,8.2,20.1385306715,58.5703140524
IND00029,26.0,229.603294359,8.2,20.1385306715,58.8480918301
IND00029,27.0,229.603294359,7.3,20.1385306715,58.8508696079
IND00029,26.0,0.0,8.7,15.0,13.2138888889
IND00029,24.0,0.0,7.7,3.0,9.68611111111
IND00029,27.0,0.0,8.3,4.0,10.925
IND00029,28.0,0.0,8.4,15.0,13.6777777778
IND00029,27.0,0.0,8.5,15.0,13.4305555556
IND00029,26.0,0.0,7.8,8.0,11.3833333333
IND00029,27.0,0.0,8.3,3.0,10.7027777778
IND00029,29.0,0.0,7.9,26.0,16.2472222222
IND00029,29.0,0.0,8.4,1.0,10.8444444444
IND00029,27.0,0.0,8.4,8.0,11.8444444444
IND00029,26.0,0.0,7.6,5.0,10.6555555556
IND00029,25.0,0.0,8.3,25.0,15.0361111111
IND00029,24.0,0.0,8.3,22.0,14.0916666667
IND00029,29.0,0.0,8.6,12.0,13.35
IND00029,29.0,487.0,8.5,15.0,108.680555556
IND00029,28.0,487.0,8.6,12.0,107.766666667
IND00029,23.0,487.0,8.6,16.0,107.266666667
IND00029,27.0,422.0,8.3,10.0,94.3138888889
IND00029,25.0,357.0,8.0,28.0,85.0277777778
IND00029,26.0,292.0,8.4,22.0,71.4555555556
IND00029,27.0,471.0,8.8,20.0,106.216666667
IND00029,27.0,195.0,8.4,18.0,51.9833333333
IND00029,26.0,325.0,8.4,16.0,76.5388888889
IND00029,25.0,357.0,8.4,10.0,81.15
IND00029,25.0,390.0,8.6,10.0,87.6277777778
IND00029,29.0,585.0,8.3,18.0,128.341666667
IND00029,28.0,622.0,8.5,12.0,133.986111111
IND00029,25.0,585.0,8.6,15.0,126.655555556
IND00029,25.0,229.603294359,8.7,27.0,60.247862792
IND00029,28.0,413.0,8.0,70.0,106.083333333
IND00029,27.0,260.0,8.0,44.0,70.2777777778
IND00029,27.0,487.0,8.7,50.0,115.963888889
IND00029,26.0,227.0,7.9,36.0,61.775
IND00029,24.0,170.0,7.8,11.0,44.55
IND00029,26.0,270.0,8.5,31.0,69.2083333333
IND00029,26.0,560.0,8.7,13.0,121.658333333
IND00029,24.0,320.0,8.3,17.0,75.2027777778
IND00029,26.0,560.0,8.8,16.0,122.355555556
IND00029,28.0,832.0,8.6,96.0,193.516666667
IND00029,29.0,560.0,8.6,82.0,137.794444444
IND00029,27.0,315.0,9.0,12.0,74.1666666667
IND00029,25.0,312.0,8.1,20.0,74.5305555556
IND00029,26.0,650.0,8.8,34.0,143.855555556
IND00029,28.0,384.0,8.4,32.0,92.1222222222
IND00029,28.0,320.0,8.4,24.0,77.9
IND00029,26.0,229.603294359,8.9,28.0,60.8089739031
IND00029,26.0,110.0,8.6,10.0,33.4611111111
IND00029,26.0,338.0,8.9,17.0,79.4416666667
IND00029,26.0,320.0,9.1,11.0,74.6694444444
IND00029,28.0,402.0,8.6,6.0,89.9055555556
IND00029,29.0,790.0,8.1,9.0,166.141666667
IND00029,26.0,640.0,8.5,15.0,137.597222222
IND00029,26.0,1060.0,8.5,37.0,224.152777778
IND00029,25.0,316.0,8.5,52.0,82.5416666667
IND00029,25.0,360.0,8.4,68.0,94.6222222222
IND00029,26.0,410.0,8.6,16.0,93.1277777778
IND00029,26.0,229.603294359,8.6,12.0,57.1617516809
IND00029,26.0,0.0,8.5,14.0,12.9305555556
IND00029,23.0,0.0,8.5,10.0,11.2083333333
IND00029,28.0,0.0,8.5,9.0,12.375
IND00029,28.0,229.603294359,8.8,5.0,56.222862792
IND00029,28.0,229.603294359,8.7,5.0,56.1923072365
IND00029,29.0,0.0,8.8,7.0,12.3
IND00029,27.0,980.0,8.7,9.0,202.713888889
IND00029,26.0,182.0,8.2,110.0,69.5611111111
IND00029,26.0,144.0,8.0,58.0,50.5555555556
IND00029,29.0,784.0,7.68000145191,18.0,166.84666711
IND00029,28.0,308.0,7.68000145191,35.0,77.7911115548
IND00029,25.0,216.0,9.0,13.0,54.5833333333
IND00029,28.0,288.0,9.0,5.0,67.6388888889
IND00029,29.0,580.0,9.0,4.0,124.472222222
IND00029,28.0,388.0,9.0,36.0,93.9722222222
IND00029,26.0,400.0,9.0,53.0,99.5277777778
IND00029,26.0,438.0,9.0,70.0,110.694444444
IND00029,26.0,394.0,9.0,150.0,119.916666667
IND00029,26.0,338.0,9.0,530.0,193.472222222
IND00029,26.0,510.0,8.0,31.0,115.722222222
IND00029,24.0,698.0,8.8,11.0,147.522222222
IND00029,25.0,884.0,8.7,15.0,184.825
IND00029,28.0,270.0,8.5,13.0,65.7638888889
IND00029,28.0,320.0,8.3,6.0,73.8694444444
IND00029,28.0,564.0,8.6,5.0,121.183333333
IND00029,28.0,0.0,7.8,4.0,11.05
IND00029,28.0,0.0,7.5,56.0,22.5138888889
IND00029,23.0,0.0,8.3,20.0,13.3694444444
IND00029,28.0,0.0,8.0,30.0,16.8888888889
IND00029,28.0,0.0,7.6,60.0,23.4333333333
IND00029,27.0,580.0,8.8,6.0,124.3
IND00029,29.0,480.0,8.7,9.0,106.047222222
IND00029,25.0,160.0,8.0,102.0,63.1666666667
IND00029,25.0,282.0,8.2,20.0,68.7277777778
IND00029,26.0,520.0,8.3,160.0,146.425
IND00029,24.0,168.0,8.4,21.0,46.5666666667
IND00029,24.0,190.0,8.4,8.0,47.9555555556
IND00029,24.0,382.0,8.6,6.0,84.9055555556
IND00029,25.0,246.0,7.8,4.0,58.05
IND00029,27.0,434.0,8.7,3.0,95.2138888889
IND00029,29.0,370.0,8.5,3.0,83.2638888889
IND00029,27.0,404.0,8.5,3.0,89.3194444444
IND00029,25.0,780.0,8.7,2.0,161.713888889
IND00029,26.0,180.0,8.3,28.0,50.9805555556
IND00029,26.0,168.0,7.7,30.0,48.9083333333
IND00029,25.0,244.0,8.4,15.0,60.2888888889
IND00029,26.0,179.0,7.9,11.0,46.8861111111
IND00029,25.0,300.0,8.5,11.0,70.3194444444
IND00029,29.0,698.0,8.9,10.0,148.719444444
IND00029,29.0,786.0,7.68000145191,13.0,166.124444888
IND00029,27.0,606.0,7.68000145191,60.0,141.013333777
IND00029,27.0,722.0,7.68000145191,21.0,154.902222666
IND00029,27.0,736.0,8.8,16.0,156.855555556
IND00029,26.0,452.0,8.5,10.0,99.9305555556
IND00029,27.0,452.0,8.6,40.0,106.905555556
IND00029,27.0,229.603294359,7.6,20.1385306715,58.9425362746
IND00029,32.0,0.0,8.1,26.0,17.1416666667
IND00029,25.0,0.0,7.8,23.0,14.4388888889
IND00029,23.0,0.0,7.9,120.0,35.4694444444
IND00029,26.0,0.0,8.1,22.0,14.5861111111
IND00029,29.0,229.603294359,9.6,20.1385306715,60.1092029413
IND00029,29.0,229.603294359,9.2,20.1385306715,59.986980719
IND00029,28.0,229.603294359,8.7,20.1385306715,59.5564251635
IND00029,27.0,229.603294359,9.1,20.1385306715,59.4008696079
IND00029,28.0,229.603294359,9.1,20.1385306715,59.6786473857
IND00029,30.0,229.603294359,9.6,20.1385306715,60.386980719
IND00029,29.0,229.603294359,8.33,20.1385306715,59.7211473857
IND00029,26.0,229.603294359,8.77,20.1385306715,59.0222584968
IND00029,30.0,229.603294359,7.74,20.1385306715,59.8186473857
IND00029,28.0,229.603294359,8.44,20.1385306715,59.476980719
IND00029,27.0,229.603294359,7.96,20.1385306715,59.0525362746
IND00029,28.0,426.0,8.06,50.0,104.185
IND00029,27.0,229.603294359,8.77,20.1385306715,59.3000362746
IND00029,26.0,229.603294359,7.92,20.1385306715,58.7625362746
IND00029,26.0,229.603294359,8.56,20.1385306715,58.9580918301
IND00029,27.0,229.603294359,8.8,8.0,56.6117516809
IND00029,27.0,229.603294359,8.5,20.1385306715,59.2175362746
IND00029,27.0,229.603294359,8.0,20.1385306715,59.0647584968
IND00029,29.0,229.603294359,7.6,20.1385306715,59.4980918301
IND00029,27.0,287.0,7.9,4.0,66.6083333333
IND00029,26.0,338.0,7.68000145191,18.0,79.2911115548
IND00029,24.0,166.0,9.0,14.0,44.8055555556
IND00029,27.0,308.0,9.0,6.0,71.4722222222
IND00029,24.0,262.0,9.0,10.0,62.5833333333
IND00029,24.0,137.0,8.6,28.0,42.1555555556
IND00029,28.0,229.603294359,7.8,20.1385306715,59.2814251635
IND00029,29.0,0.0,8.8,14.0,13.8555555556
IND00029,26.0,357.0,8.4,12.0,81.8722222222
IND00029,26.0,0.0,7.8,20.0,14.05
IND00029,27.0,229.603294359,7.8,20.1385306715,59.0036473857
IND00029,28.0,180.0,8.3,5.0,46.425
IND00029,29.0,229.603294359,9.0,20.1385306715,59.9258696079
IND00029,29.0,229.603294359,8.5,20.1385306715,59.7730918301
IND00029,29.0,229.603294359,8.32,20.1385306715,59.7180918301
IND00029,26.0,229.603294359,7.94,20.1385306715,58.7686473857
IND00029,30.0,229.603294359,8.08,20.1385306715,59.9225362746
IND00029,27.0,229.603294359,8.5,20.1385306715,59.2175362746
IND00029,26.0,229.603294359,8.01,20.1385306715,58.7900362746
IND00029,28.0,229.603294359,8.87,20.1385306715,59.6083696079
IND00029,27.0,229.603294359,9.06,20.1385306715,59.3886473857
IND00029,27.0,229.603294359,7.8,20.1385306715,59.0036473857
IND00030,30.0,0.0,8.0,3.0,11.4444444444
IND00030,30.0,0.0,8.3,31.0,17.7583333333
IND00030,29.0,0.0,8.0,49.0,21.3888888889
IND00030,26.0,0.0,8.2,28.0,15.95
IND00030,28.5,0.0,8.1,49.0,21.2805555556
IND00030,23.0,0.0,8.4,29.0,15.4
IND00030,24.0,0.0,8.2,25.0,14.7277777778
IND00030,28.0,0.0,8.3,20.0,14.7583333333
IND00030,28.0,0.0,7.9,14.0,13.3027777778
IND00030,27.0,0.0,8.4,5.0,11.1777777778
IND00030,26.8,0.0,8.2,137.0,40.3944444444
IND00030,28.0,0.0,7.3,120.0,36.675
IND00030,26.0,229.603294359,7.75,20.1385306715,58.7105918301
IND00030,29.5,229.603294359,7.85,20.1385306715,59.7133696079
IND00030,27.1,229.603294359,7.7,20.1385306715,59.0008696079
IND00030,28.8,229.603294359,7.65,20.1385306715,59.4578140524
IND00030,30.4,229.603294359,8.4,20.1385306715,60.1314251635
IND00030,30.0,229.603294359,7.8,20.1385306715,59.836980719
IND00030,29.5,229.603294359,8.36,20.1385306715,59.8692029413
IND00030,30.0,229.603294359,7.49,20.1385306715,59.7422584968
IND00030,35.0,229.603294359,7.6,20.1385306715,61.1647584968
IND00030,28.0,229.603294359,8.17,20.1385306715,59.394480719
IND00030,31.5,229.603294359,8.39,20.1385306715,60.4339251635
IND00030,31.0,229.603294359,8.7,20.1385306715,60.3897584968
IND00030,22.7,229.603294359,8.51,20.1385306715,58.0261473857
IND00030,29.0,229.603294359,8.6,20.1385306715,59.8036473857
IND00030,28.8,229.603294359,8.48,20.1385306715,59.7114251635
IND00030,30.5,229.603294359,7.6,20.1385306715,59.9147584968
IND00030,31.0,229.603294359,7.85,20.1385306715,60.1300362746
IND00030,29.1,229.603294359,7.56,20.1385306715,59.5136473857
IND00030,30.8,229.603294359,7.85,20.1385306715,60.074480719
IND00030,30.0,229.603294359,8.3,20.1385306715,59.9897584968
IND00030,29.0,229.603294359,8.4,20.1385306715,59.7425362746
IND00030,28.0,229.603294359,8.3,20.1385306715,59.4342029413
IND00030,28.5,229.603294359,7.75,20.1385306715,59.4050362746
IND00030,29.0,229.603294359,8.2,20.1385306715,59.6814251635
IND00030,30.0,229.603294359,8.3,20.1385306715,59.9897584968
IND00030,32.1,229.603294359,8.0,20.1385306715,60.4814251635
IND00030,26.3,229.603294359,8.1,20.1385306715,58.9008696079
IND00030,30.0,229.603294359,8.4,20.1385306715,60.0203140524
IND00030,28.0,492.0,8.4,20.1385306715,110.486340149
IND00030,24.5,229.603294359,8.3,20.1385306715,58.461980719
IND00030,25.6,229.603294359,8.3,20.1385306715,58.7675362746
IND00030,24.5,229.603294359,8.3,20.1385306715,58.461980719
IND00030,21.0,229.603294359,8.2,20.1385306715,57.4592029413
IND00030,28.0,229.603294359,7.0,20.1385306715,59.036980719
IND00030,29.5,229.603294359,8.21,20.1385306715,59.8233696079
IND00030,21.0,229.603294359,8.1,20.1385306715,57.4286473857
IND00030,30.0,229.603294359,8.0,4.0,56.3117516809
IND00030,26.0,229.603294359,8.3,20.1385306715,58.8786473857
IND00030,24.0,229.603294359,8.4,20.1385306715,58.3536473857
IND00030,22.5,229.603294359,8.0,20.1385306715,57.8147584968
IND00030,28.0,229.603294359,7.0,14.0,57.672862792
IND00030,23.5,229.603294359,7.2,20.1385306715,57.8480918301
IND00030,24.5,229.603294359,7.2,20.1385306715,58.1258696079
IND00030,29.0,229.603294359,8.0,20.1385306715,59.6203140524
IND00030,30.0,229.603294359,7.7,20.1385306715,59.8064251635
IND00030,30.0,229.603294359,7.9,20.1385306715,59.8675362746
IND00030,28.0,229.603294359,8.2,20.1385306715,59.4036473857
IND00030,29.0,229.603294359,8.3,20.1385306715,59.711980719
IND00030,27.0,229.603294359,8.0,20.1385306715,59.0647584968
IND00030,28.0,229.603294359,8.1,20.1385306715,59.3730918301
IND00030,28.0,229.603294359,8.2,20.1385306715,59.4036473857
IND00030,30.5,229.603294359,8.0,20.1385306715,60.036980719
IND00030,30.0,229.603294359,8.0,20.1385306715,59.8980918301
IND00030,30.0,229.603294359,8.5,20.1385306715,60.0508696079
IND00030,26.6836370236,229.603294359,8.0,20.1385306715,58.9768798923
IND00030,26.6836370236,229.603294359,7.8,20.1385306715,58.9157687811
IND00030,26.0,0.0,7.8,8.0,11.3833333333
IND00030,30.0,600.0,8.2,120.0,154.172222222
IND00030,30.0,560.0,8.2,120.0,146.394444444
IND00030,30.0,540.0,7.9,50.0,126.858333333
IND00030,27.0,520.0,8.1,15.0,114.419444444
IND00030,29.0,615.0,8.5,20.0,134.680555556
IND00030,29.0,625.0,8.3,15.0,135.452777778
IND00030,31.0,0.0,8.1,20.0,15.5305555556
IND00030,30.0,0.0,7.8,10.0,12.9388888889
IND00030,32.0,0.0,7.3,10.0,13.3416666667
IND00030,31.0,0.0,7.3,50.0,21.9527777778
IND00030,29.5,330.0,8.3,15.0,78.2305555556
IND00030,28.5,365.0,8.6,25.0,87.0722222222
IND00030,28.0,0.0,8.2,15.0,13.6166666667
IND00030,27.0,0.0,7.5,30.0,16.4583333333
IND00030,28.0,618.0,8.4,28.0,136.733333333
IND00030,29.0,720.0,8.8,30.0,157.411111111
IND00030,27.0,834.0,6.9,25.0,177.330555556
IND00030,26.0,413.0,7.2,130.0,118.616666667
IND00030,27.0,504.0,8.4,115.0,133.622222222
IND00030,25.0,229.603294359,8.2,40.0,62.9839739031
IND00030,26.0,500.0,8.1,38.0,115.363888889
IND00030,26.0,480.0,8.2,140.0,134.172222222
IND00030,26.0,400.0,7.3,30.0,93.8972222222
IND00030,26.0,505.0,7.0,25.0,113.111111111
IND00030,27.0,720.0,8.3,24.0,155.369444444
IND00030,26.0,735.0,8.6,12.0,155.433333333
IND00030,29.0,660.0,8.4,20.0,143.4
IND00030,29.0,780.0,7.3,18.0,165.952777778
IND00030,28.0,580.0,8.2,15.0,126.394444444
IND00030,27.0,480.0,8.5,18.0,107.430555556
IND00030,26.6836370236,490.0,7.3,25.0,110.476010284
IND00030,25.0,510.0,7.3,28.0,114.563888889
IND00030,27.0,945.0,7.3,20.0,197.925
IND00030,29.0,950.0,7.3,150.0,228.341666667
IND00030,29.0,380.0,7.1,100.0,106.336111111
IND00030,29.0,510.0,8.2,10.0,111.95
IND00030,7.9,360.0,7.68000145191,10.0,76.763333777
IND00030,10.0,590.0,8.4,15.0,123.4
IND00030,26.6836370236,248.0,8.7,20.1385306715,62.7679059891
IND00030,29.5,482.0,7.1,34.0,111.641666667
IND00030,29.0,474.0,7.5,30.0,109.180555556
IND00030,28.5,488.0,7.5,34.0,112.652777778
IND00030,29.5,598.0,8.2,15.0,130.311111111
IND00030,32.0,554.0,8.1,46.0,129.308333333
IND00030,26.6836370236,630.0,7.4,1.0,132.395454729
IND00030,26.6836370236,3116.0,7.6,0.0,615.623232507
IND00030,26.6836370236,696.0,8.1,0.0,145.220454729
IND00030,27.0,406.0,8.4,10.0,91.2333333333
IND00030,26.6836370236,582.0,8.6,12.0,125.873232507
IND00030,26.6836370236,358.0,8.1,15.0,82.8315658399
IND00030,0.0,702.0,8.1,0.0,138.975
IND00030,0.0,615.0,7.7,15.0,125.269444444
IND00030,26.6836370236,528.0,8.0,2.0,112.967676951
IND00030,26.6836370236,606.0,7.6,1.0,127.789899173
IND00030,26.6836370236,338.0,7.5,13.0,78.3148991732
IND00030,26.6836370236,446.0,7.9,1.0,96.7704547288
IND00030,26.6836370236,540.0,7.9,2.0,115.270454729
IND00030,26.6836370236,538.0,7.9,1.0,114.659343618
IND00030,26.6836370236,372.0,7.9,2.0,82.6037880621
IND00030,26.6836370236,390.0,8.8,3.0,86.6010102843
IND00030,26.6836370236,280.0,8.3,60.0,77.7260102843
IND00030,26.6836370236,564.0,8.1,3.0,120.220454729
IND00030,26.6836370236,357.0,8.1,2.0,79.7482325066
IND00030,26.6836370236,510.0,8.0,18.0,113.023232507
IND00030,26.6836370236,470.0,8.0,2.0,101.689899173
IND00030,26.6836370236,1135.0,8.0,8.0,232.328788062
IND00030,26.6836370236,492.0,8.0,2.0,105.967676951
IND00030,26.6836370236,579.0,9.0,1.0,122.967676951
IND00030,26.6836370236,430.0,9.0,0.0,93.7732325066
IND00030,26.6836370236,737.0,9.0,22.0,158.35656584
IND00030,26.6836370236,300.0,9.0,90.0,88.4954547288
IND00030,26.6836370236,273.0,7.0,46.0,72.8565658399
IND00030,26.6836370236,420.0,8.0,34.0,99.0787880621
IND00030,26.6836370236,490.0,8.0,10.0,107.35656584
IND00030,26.6836370236,576.0,8.0,11.0,124.301010284
IND00030,26.6836370236,494.0,7.9,2.0,106.326010284
IND00030,26.6836370236,474.0,8.2,4.0,102.973232507
IND00030,26.6836370236,508.8,7.6,108.0,132.667676951
IND00030,26.6836370236,703.0,8.0,3.0,147.217676951
IND00030,26.6836370236,822.0,8.0,3.0,170.35656584
IND00030,26.6836370236,630.0,8.0,20.1385306715,136.831794878
IND00030,26.6836370236,289.0,7.6,25.0,71.4843436177
IND00030,26.6836370236,421.0,8.1,1.0,91.9704547288
IND00030,26.6836370236,470.0,9.0,5.0,102.662121395
IND00030,26.6836370236,472.0,8.5,23.0,106.898232507
IND00030,26.6836370236,400.0,8.8,3.0,88.5454547288
IND00030,26.6836370236,436.0,8.8,4.0,95.767676951
IND00030,26.6836370236,580.0,8.4,5.0,123.867676951
IND00030,26.6836370236,496.0,7.8,18.0,110.239899173
IND00030,29.5,538.0,7.7,11.0,117.602777778
IND00030,30.5,542.0,7.6,109.0,140.405555556
IND00030,30.5,592.0,7.8,11.0,128.411111111
IND00030,29.0,549.0,7.6,108.0,141.127777778
IND00030,27.0,442.0,7.6,92.0,116.211111111
IND00030,28.5,438.0,7.7,90.0,115.436111111
IND00030,28.5,459.0,7.5,65.0,113.902777778
IND00030,28.0,0.0,7.7,0.0,10.1305555556
IND00030,29.0,229.603294359,8.0,20.1385306715,59.6203140524
IND00030,25.0,229.603294359,8.1,20.1385306715,58.5397584968
IND00030,32.0,516.0,8.3,20.1385306715,116.233562371
